CFSLGR_DataFile,,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,,
íËäi,100,100,,2,2,2,,,0.276826389
åoâﬂéûä‘[sec],Fx[N],Fy[N],Fz[N],Mx[Nm],My[Nm],Mz[Nm],,,
0.3342,-0.19,-0.24,0.63,0.095,-0.047,-0.005,,,
0.335,-0.15,-0.11,0.73,0.086,-0.044,-0.003,,,
0.3358,-0.11,-0.18,0.91,0.081,-0.037,-0.002,,,
0.3367,-0.12,-0.11,0.83,0.069,-0.034,-0.004,,,
0.3375,-0.11,-0.07,0.62,0.057,-0.031,-0.003,,,
0.3383,-0.11,0.05,0.48,0.044,-0.025,-0.002,,,
0.3392,0.01,0.07,0.49,0.037,-0.02,-0.002,,,
0.34,-0.02,0.09,0.54,0.028,-0.017,0,,,
0.3408,-0.02,0.04,0.58,0.021,-0.013,-0.001,,,
0.3417,-0.1,0.07,0.57,0.011,-0.01,-0.001,,,
0.3425,-0.01,0.12,0.62,0.004,-0.005,-0.001,,,
0.3433,-0.04,0.17,0.64,-0.001,-0.004,0,,,
0.3442,0.02,0.18,0.53,-0.003,-0.002,0,,,
0.345,0.05,0.18,0.52,-0.002,-0.001,0.001,,,
0.3458,0.05,0.11,0.63,0,-0.001,0,,,
0.3467,-0.01,0.1,0.53,0,-0.001,-0.001,,,
0.3475,0.03,0.11,0.41,0,-0.001,0,,,
0.3483,0.04,0.17,0.35,-0.003,0,0.001,,,
0.3492,0.07,0.31,0.22,-0.011,0.005,0.001,,,
0.35,0.1,0.32,0.1,-0.011,0,-0.003,,,
0.3508,0.05,0.18,0.18,-0.005,-0.003,0.001,,,
0.3517,0.03,0.08,0.15,-0.005,0.004,-0.001,,,
0.3525,0.14,0.15,0.17,-0.003,0.002,-0.001,,,
0.3533,-0.02,0.1,0.12,0.001,-0.005,0,,,
0.3542,-0.06,0,0.13,0.006,-0.002,0.001,,,
0.355,0.06,-0.08,0.09,0.007,0.004,0.002,,,
0.3558,0.12,-0.11,0,0.01,0.002,0.001,,,
0.3567,0.03,-0.19,0.04,0.016,0.002,0.004,,,
0.3575,-0.01,-0.13,-0.08,0.014,0.004,0.003,,,
0.3583,0.05,-0.11,-0.18,0.01,0.006,0.005,,,
0.3592,0.1,-0.06,-0.11,0.008,0.011,0.004,,,
0.36,0.12,0.02,0.04,0.007,0.011,0.003,,,
0.3608,0.08,0.09,0.07,0.004,0.008,0.003,,,
0.3617,0.07,0.1,0.13,0,0.009,0.002,,,
0.3625,0.09,0.17,0.18,-0.001,0.01,0.002,,,
0.3633,0.04,0.25,-0.07,-0.002,0.005,0.001,,,
0.3642,-0.01,0.18,-0.21,-0.003,0.002,0.001,,,
0.365,0.06,0.13,-0.12,-0.002,0.004,0.001,,,
0.3658,0.05,0.15,-0.02,-0.002,0.004,0,,,
0.3667,0.05,0.13,0.04,-0.002,0,0,,,
0.3675,-0.01,0.07,0.21,0.001,0.002,0.001,,,
0.3683,0.01,0.13,0.29,0.002,0.004,0.001,,,
0.3692,-0.12,0.17,0.09,0,-0.001,0.002,,,
0.37,-0.07,0.06,0.06,0.003,0,0.001,,,
0.3708,-0.01,-0.03,0.01,0.009,0.005,0.001,,,
0.3717,0.1,-0.07,0.07,0.01,0.009,0.001,,,
0.3725,0.12,-0.16,0.04,0.015,0.014,0.003,,,
0.3733,0.16,-0.08,0.19,0.016,0.017,0.001,,,
0.3742,0.18,0,0.06,0.014,0.02,0.002,,,
0.375,0.21,0.06,0.1,0.012,0.023,0.001,,,
0.3758,0.15,0.04,0.03,0.013,0.022,0.002,,,
0.3767,0.17,0.04,0.04,0.012,0.021,0.001,,,
0.3775,0.18,-0.01,0.09,0.011,0.022,0.001,,,
0.3783,0.2,0,0.17,0.013,0.022,0,,,
0.3792,0.13,-0.02,0.23,0.014,0.019,0,,,
0.38,0.11,-0.03,0.07,0.011,0.014,0,,,
0.3808,0.04,0,0.16,0.011,0.011,-0.001,,,
0.3817,0.05,-0.01,0.15,0.01,0.009,0,,,
0.3825,0.01,-0.04,0.28,0.009,0.006,-0.001,,,
0.3833,0,-0.03,0.22,0.008,0.003,-0.001,,,
0.3842,-0.04,0.04,0.17,0.006,0,-0.002,,,
0.385,-0.02,0.06,0.19,0.005,0,-0.001,,,
0.3858,-0.02,0.05,0.24,0.005,0,-0.002,,,
0.3867,0.01,0.03,0.18,0.005,0,-0.001,,,
0.3875,-0.01,0.05,0.21,0.004,-0.001,-0.002,,,
0.3883,0.02,0.04,0.19,0.005,0.001,-0.001,,,
0.3892,0.01,0.05,0.17,0.004,0.001,-0.003,,,
0.39,0.03,0.07,0.19,0.005,0.003,-0.002,,,
0.3908,0.09,0.07,0.23,0.005,0.006,-0.004,,,
0.3917,0.11,0.11,0.24,0.004,0.007,-0.003,,,
0.3925,0.14,0.16,0.55,0.006,0.011,-0.004,,,
0.3933,0.26,0.13,0.83,0.007,0.015,-0.004,,,
0.3942,0.27,0.17,0.87,0.003,0.016,-0.004,,,
0.395,0.24,0.25,0.56,-0.001,0.015,-0.004,,,
0.3958,0.24,0.32,0.36,-0.005,0.015,-0.005,,,
0.3967,0.21,0.36,0.37,-0.004,0.015,-0.005,,,
0.3975,0.3,0.33,0.27,-0.003,0.017,-0.005,,,
0.3983,0.38,0.33,0.26,-0.003,0.019,-0.006,,,
0.3992,0.3,0.24,0.61,0.003,0.019,-0.006,,,
0.4,0.17,0.07,0.06,0.027,0.001,-0.006,,,
0.4008,0.03,0.07,0.13,0.039,-0.01,-0.007,,,
0.4017,-0.03,-0.03,0.19,0.052,-0.013,-0.007,,,
0.4025,-0.02,-0.16,0.12,0.064,-0.022,-0.007,,,
0.4033,-0.13,-0.22,0.15,0.078,-0.03,-0.006,,,
0.4042,-0.15,-0.29,0.1,0.091,-0.035,-0.007,,,
0.405,-0.18,-0.35,0,0.1,-0.044,-0.006,,,
0.4058,-0.24,-0.38,0.06,0.113,-0.048,-0.006,,,
0.4067,-0.22,-0.45,0.01,0.123,-0.053,-0.005,,,
0.4075,-0.27,-0.43,-0.03,0.129,-0.059,-0.005,,,
0.4083,-0.27,-0.4,-0.03,0.138,-0.062,-0.005,,,
0.4092,-0.29,-0.43,0.1,0.142,-0.064,-0.004,,,
0.41,-0.25,-0.38,0.2,0.149,-0.066,-0.005,,,
0.4108,-0.24,-0.4,0.33,0.155,-0.067,-0.004,,,
0.4117,-0.22,-0.37,0.38,0.161,-0.069,-0.004,,,
0.4125,-0.27,-0.4,0.38,0.161,-0.071,-0.004,,,
0.4133,-0.24,-0.3,0.37,0.165,-0.07,-0.005,,,
0.4142,-0.14,-0.37,0.35,0.169,-0.064,-0.004,,,
0.415,-0.1,-0.37,0.3,0.174,-0.066,-0.005,,,
0.4158,-0.13,-0.47,0.46,0.179,-0.064,-0.004,,,
0.4167,-0.1,-0.49,0.59,0.181,-0.062,-0.005,,,
0.4175,-0.08,-0.53,0.59,0.183,-0.063,-0.006,,,
0.4183,-0.16,-0.53,0.66,0.182,-0.065,-0.005,,,
0.4192,-0.15,-0.48,0.68,0.182,-0.064,-0.006,,,
0.42,-0.18,-0.53,0.7,0.178,-0.064,-0.005,,,
0.4208,-0.14,-0.45,0.58,0.171,-0.063,-0.005,,,
0.4217,-0.1,-0.44,0.46,0.169,-0.058,-0.005,,,
0.4225,-0.06,-0.47,0.39,0.161,-0.058,-0.004,,,
0.4233,-0.11,-0.46,0.43,0.155,-0.059,-0.005,,,
0.4242,-0.14,-0.4,0.57,0.146,-0.056,-0.004,,,
0.425,-0.12,-0.37,0.7,0.14,-0.055,-0.005,,,
0.4258,-0.2,-0.36,0.86,0.128,-0.055,-0.003,,,
0.4267,-0.2,-0.25,0.85,0.119,-0.053,-0.004,,,
0.4275,-0.19,-0.23,0.73,0.101,-0.049,-0.003,,,
0.4283,-0.15,-0.06,0.53,0.09,-0.046,-0.003,,,
0.4292,-0.14,-0.07,0.63,0.08,-0.039,-0.002,,,
0.43,-0.06,-0.1,0.71,0.072,-0.035,-0.002,,,
0.4308,-0.06,-0.12,0.7,0.057,-0.03,-0.002,,,
0.4317,-0.07,-0.02,0.64,0.046,-0.026,-0.002,,,
0.4325,-0.11,0.08,0.72,0.032,-0.02,0,,,
0.4333,-0.08,0.18,0.7,0.021,-0.016,-0.001,,,
0.4342,-0.05,0.18,0.75,0.009,-0.01,0,,,
0.435,0.01,0.22,0.77,0.003,-0.005,-0.001,,,
0.4358,0.05,0.17,0.81,-0.002,0,0,,,
0.4367,0.08,0.25,0.62,-0.005,0.001,-0.001,,,
0.4375,0.06,0.19,0.47,-0.005,0,-0.001,,,
0.4383,0.02,0.12,0.37,0.001,-0.001,-0.002,,,
0.4392,0.01,0.05,0.3,0.001,-0.002,-0.001,,,
0.44,0,0.15,0.09,-0.003,0.002,0,,,
0.4408,0.05,0.22,0.02,-0.006,0.002,0,,,
0.4417,0.1,0.21,0.12,-0.003,0,-0.001,,,
0.4425,0.06,0.16,0.08,-0.007,0.002,0.001,,,
0.4433,0.09,0.2,0.3,-0.004,0.002,-0.001,,,
0.4442,0.06,0.17,0.21,-0.004,-0.001,0,,,
0.445,-0.03,0.12,0.12,0,0.003,0,,,
0.4458,0.04,0.01,0.16,0.004,0.006,0,,,
0.4467,0.12,-0.05,0.1,0.006,0.005,0.001,,,
0.4475,0.07,-0.08,0.09,0.011,0.01,0.002,,,
0.4483,0.16,-0.15,0.2,0.011,0.007,0.003,,,
0.4492,0.07,-0.06,-0.11,0.01,0.005,0.003,,,
0.45,0.06,-0.15,0.01,0.011,0.008,0.004,,,
0.4508,0.12,-0.03,0.06,0.008,0.007,0.003,,,
0.4517,0.11,0,0.06,0.005,0.004,0.003,,,
0.4525,0.06,0.02,0.12,0.004,0.003,0.002,,,
0.4533,0.05,0.05,0.12,0.002,0.003,0.002,,,
0.4542,0.03,0.09,0.08,0.001,0.001,0.001,,,
0.455,0.03,0.11,0.09,0,0,0.001,,,
0.4558,0.04,0.15,0.12,-0.003,-0.001,0,,,
0.4567,-0.05,0.1,0.11,0,-0.003,0,,,
0.4575,0,0.06,0.13,0,-0.003,0,,,
0.4583,-0.04,0.05,0.13,0,-0.004,0,,,
0.4592,-0.05,0.09,-0.11,0,-0.002,0,,,
0.46,-0.02,0.14,-0.21,-0.002,-0.002,0,,,
0.4608,-0.03,0.13,-0.14,-0.005,-0.004,0,,,
0.4617,-0.01,0.02,-0.03,0.002,-0.003,0.001,,,
0.4625,0.05,0.01,0.08,0.005,0.002,0,,,
0.4633,0.05,0.04,0.03,0.002,0.004,0,,,
0.4642,0.04,0,0.09,0.005,0.003,0.001,,,
0.465,0.05,0,0.14,0.008,0.006,0,,,
0.4658,0.1,0.04,0.1,0.006,0.007,0,,,
0.4667,0.12,-0.04,0.06,0.006,0.008,0.001,,,
0.4675,0.1,-0.08,0.12,0.012,0.007,0.001,,,
0.4683,0.05,-0.07,0.04,0.01,0.005,0,,,
0.4692,0.08,-0.06,0,0.01,0.003,0.001,,,
0.47,0.06,-0.07,0.21,0.01,0.001,0,,,
0.4708,0.04,-0.01,0.21,0.006,0.001,0,,,
0.4717,0,0.04,0.25,0.004,-0.002,0,,,
0.4725,-0.03,0.02,0.19,0.004,-0.003,0.001,,,
0.4733,0.02,0.01,0.2,0.006,-0.001,0,,,
0.4742,0.06,0.02,0.19,0.005,0.001,0,,,
0.475,0.02,0.03,0.08,0.004,-0.001,0,,,
0.4758,0.04,-0.02,0.02,0.006,-0.001,0,,,
0.4767,0.05,0.01,-0.04,0.006,-0.001,-0.001,,,
0.4775,0.05,-0.01,-0.05,0.006,-0.001,0,,,
0.4783,0.01,0.01,0.04,0.006,-0.002,-0.001,,,
0.4792,0.01,0,0.18,0.005,-0.002,-0.001,,,
0.48,0,0.05,0.25,0.004,-0.001,-0.001,,,
0.4808,0,0.05,0.25,0.003,-0.002,-0.001,,,
0.4817,0.01,0.03,0.25,0.004,-0.001,-0.001,,,
0.4825,0.05,0.03,0.35,0.004,-0.001,-0.001,,,
0.4833,0.1,0.06,0.57,0.002,0,-0.002,,,
0.4842,0.12,0.06,0.86,0.004,0.001,-0.002,,,
0.485,0.11,0.14,0.96,0.004,0.003,-0.004,,,
0.4858,0.11,0.3,0.68,0.002,0.002,-0.004,,,
0.4867,0.06,0.39,0.3,0.003,-0.004,-0.004,,,
0.4875,0.11,0.28,0.12,0.01,-0.007,-0.004,,,
0.4883,0.19,0.17,0.14,0.019,-0.008,-0.004,,,
0.4892,0.2,0.1,0.28,0.027,-0.012,-0.005,,,
0.49,0.16,0.01,0.52,0.036,-0.015,-0.006,,,
0.4908,0.05,0.01,0.36,0.056,-0.028,-0.006,,,
0.4917,-0.09,0.08,0.32,0.062,-0.036,-0.006,,,
0.4925,-0.13,0.04,0.25,0.074,-0.042,-0.006,,,
0.4933,-0.15,-0.08,0.18,0.087,-0.05,-0.005,,,
0.4942,-0.18,-0.19,0.12,0.098,-0.057,-0.006,,,
0.495,-0.23,-0.34,0.09,0.113,-0.066,-0.005,,,
0.4958,-0.28,-0.48,0.28,0.123,-0.072,-0.005,,,
0.4967,-0.35,-0.5,0.13,0.129,-0.078,-0.006,,,
0.4975,-0.4,-0.43,0.11,0.135,-0.082,-0.005,,,
0.4983,-0.38,-0.41,0.15,0.144,-0.084,-0.004,,,
0.4992,-0.37,-0.43,0.21,0.149,-0.085,-0.003,,,
0.5,-0.33,-0.43,0.23,0.153,-0.085,-0.003,,,
0.5008,-0.32,-0.44,0.27,0.156,-0.083,-0.001,,,
0.5017,-0.25,-0.45,0.31,0.161,-0.079,-0.002,,,
0.5025,-0.21,-0.42,0.35,0.161,-0.078,-0.001,,,
0.5033,-0.15,-0.41,0.37,0.164,-0.076,-0.002,,,
0.5042,-0.19,-0.41,0.37,0.161,-0.077,-0.001,,,
0.505,-0.16,-0.37,0.44,0.165,-0.073,-0.002,,,
0.5058,-0.11,-0.4,0.51,0.162,-0.071,-0.001,,,
0.5067,-0.1,-0.36,0.57,0.164,-0.073,-0.004,,,
0.5075,-0.16,-0.4,0.68,0.16,-0.072,-0.002,,,
0.5083,-0.08,-0.31,0.75,0.16,-0.068,-0.004,,,
0.5092,-0.06,-0.34,0.77,0.157,-0.069,-0.003,,,
0.51,-0.1,-0.31,0.76,0.157,-0.069,-0.003,,,
0.5108,-0.09,-0.35,0.7,0.153,-0.068,-0.003,,,
0.5117,-0.12,-0.36,0.5,0.145,-0.067,-0.003,,,
0.5125,-0.08,-0.27,0.26,0.142,-0.064,-0.003,,,
0.5133,-0.06,-0.3,0.27,0.14,-0.062,-0.001,,,
0.5142,-0.08,-0.37,0.42,0.14,-0.064,-0.002,,,
0.515,-0.18,-0.47,0.61,0.134,-0.064,-0.001,,,
0.5158,-0.23,-0.43,0.69,0.127,-0.065,-0.002,,,
0.5167,-0.3,-0.44,0.72,0.116,-0.065,-0.001,,,
0.5175,-0.33,-0.34,0.66,0.105,-0.062,-0.001,,,
0.5183,-0.25,-0.27,0.61,0.09,-0.055,-0.001,,,
0.5192,-0.17,-0.15,0.61,0.08,-0.051,0,,,
0.52,-0.14,-0.17,0.54,0.067,-0.046,0,,,
0.5208,-0.15,-0.05,0.37,0.049,-0.041,0,,,
0.5217,-0.1,0.12,0.44,0.038,-0.035,0,,,
0.5225,-0.09,0.08,0.64,0.03,-0.029,0,,,
0.5233,-0.07,0.21,0.77,0.017,-0.026,0,,,
0.5242,-0.12,0.24,0.74,0.007,-0.022,0,,,
0.525,-0.07,0.27,0.82,0.003,-0.013,0,,,
0.5258,0,0.22,0.71,-0.001,-0.007,0,,,
0.5267,0.05,0.24,0.69,-0.005,-0.004,0,,,
0.5275,0.05,0.2,0.58,-0.005,-0.001,-0.001,,,
0.5283,0.1,0.14,0.68,-0.001,-0.001,-0.002,,,
0.5292,0.04,0.15,0.48,-0.005,-0.003,0,,,
0.53,-0.01,0.23,0.2,-0.005,-0.005,-0.001,,,
0.5308,-0.04,0.24,0.1,-0.009,-0.003,0,,,
0.5317,0.04,0.24,0.15,-0.007,0,-0.002,,,
0.5325,0.06,0.23,0.12,-0.009,-0.004,0,,,
0.5333,-0.07,0.24,0.17,-0.01,-0.007,-0.001,,,
0.5342,-0.03,0.19,0.32,-0.005,0,0,,,
0.535,0.08,0.15,0.24,-0.004,0.003,0,,,
0.5358,0.08,0.21,0.08,-0.005,-0.004,-0.001,,,
0.5367,-0.09,0.09,0.18,0.001,-0.008,-0.001,,,
0.5375,-0.05,-0.04,0.26,0.005,-0.002,0.001,,,
0.5383,0.04,-0.06,0.16,0.008,-0.002,0.001,,,
0.5392,0.08,-0.17,0.17,0.01,0.003,0.003,,,
0.54,0.05,-0.1,0.13,0.008,0,0.003,,,
0.5408,-0.01,-0.02,0.12,0.007,-0.002,0.004,,,
0.5417,0.01,-0.11,0.15,0.012,0,0.002,,,
0.5425,0.1,-0.11,0.15,0.009,0.002,0.002,,,
0.5433,0.11,-0.01,0.09,0.005,0.003,0.001,,,
0.5442,0.08,0.04,0.17,0.006,0.002,0.003,,,
0.545,0.13,0.14,-0.07,-0.002,0.001,0.001,,,
0.5458,0.07,0.21,-0.59,-0.009,0.003,0.001,,,
0.5467,0.11,0.09,-0.57,-0.007,0.004,0.001,,,
0.5475,0.16,0.11,-0.31,-0.006,0.005,0,,,
0.5483,0.06,0.13,-0.23,-0.007,0.001,0.001,,,
0.5492,0.02,0.07,0,-0.003,-0.001,0.001,,,
0.55,0.02,0.06,0.15,0,-0.001,0.001,,,
0.5508,-0.03,0.13,0.15,-0.003,-0.002,0,,,
0.5517,-0.09,0.1,0.22,0.001,-0.005,0.001,,,
0.5525,-0.05,0.07,0.27,0.002,-0.005,0.001,,,
0.5533,-0.03,0.05,0.18,0.002,-0.003,0,,,
0.5542,0.02,-0.05,0.12,0.005,-0.002,0.001,,,
0.555,0,-0.07,0.09,0.006,-0.003,0.002,,,
0.5558,-0.01,-0.02,0.07,0.005,-0.003,0.001,,,
0.5567,0,0.01,0.08,0.004,-0.002,0.001,,,
0.5575,0.03,0.03,0.14,0.003,-0.002,0.001,,,
0.5583,0.02,0.05,0.15,0.004,-0.001,0.001,,,
0.5592,0.02,0.07,0.11,0.002,-0.002,0,,,
0.56,0,0.08,0.07,0.003,-0.001,0.001,,,
0.5608,0.04,0.03,0.05,0.004,0,0,,,
0.5617,0.03,0,0.04,0.005,-0.001,0.001,,,
0.5625,0.07,-0.01,0.06,0.006,0.001,-0.001,,,
0.5633,0.14,-0.07,0.16,0.007,0.004,0,,,
0.5642,0.05,-0.01,0.07,0.004,-0.001,0.001,,,
0.565,0,0.03,0.1,0.005,-0.002,0,,,
0.5658,0.04,-0.01,0.09,0.008,0.002,-0.001,,,
0.5667,0.08,-0.04,0.1,0.006,0.001,0,,,
0.5675,0.01,-0.02,0.11,0.006,-0.001,0.001,,,
0.5683,0.06,-0.03,0.21,0.008,0,0,,,
0.5692,0.04,-0.01,0.07,0.007,-0.001,0,,,
0.57,0.04,-0.06,0.06,0.006,-0.002,0,,,
0.5708,0.02,-0.07,0.1,0.009,-0.002,-0.001,,,
0.5717,0.01,-0.05,0.15,0.009,-0.004,-0.001,,,
0.5725,-0.02,0.01,0.04,0.006,-0.005,-0.001,,,
0.5733,-0.04,0,0.14,0.005,-0.006,-0.001,,,
0.5742,0.03,0.03,0.24,0.005,-0.002,-0.002,,,
0.575,0.04,0.09,0.36,0,-0.003,-0.002,,,
0.5758,0.1,0.17,0.75,-0.004,-0.001,-0.002,,,
0.5767,0.05,0.25,0.97,-0.004,-0.003,-0.002,,,
0.5775,0.04,0.34,0.65,-0.005,-0.005,-0.002,,,
0.5783,0.01,0.4,0.26,-0.007,-0.008,-0.004,,,
0.5792,0.01,0.34,0.06,0.001,-0.01,-0.003,,,
0.58,0.09,0.21,0.1,0.011,-0.013,-0.004,,,
0.5808,0.08,0.12,0.36,0.016,-0.018,-0.005,,,
0.5817,-0.01,0.04,0.35,0.026,-0.025,-0.005,,,
0.5825,-0.09,0,0.18,0.034,-0.031,-0.005,,,
0.5833,-0.18,0.07,0.15,0.037,-0.037,-0.006,,,
0.5842,-0.2,0.04,0.14,0.047,-0.04,-0.005,,,
0.585,-0.22,-0.13,0.18,0.06,-0.047,-0.005,,,
0.5858,-0.24,-0.29,-0.09,0.077,-0.059,-0.004,,,
0.5867,-0.24,-0.44,0.1,0.089,-0.057,-0.005,,,
0.5875,-0.3,-0.42,0.13,0.098,-0.062,-0.005,,,
0.5883,-0.25,-0.37,0.16,0.102,-0.063,-0.003,,,
0.5892,-0.23,-0.32,0.18,0.109,-0.062,-0.003,,,
0.59,-0.14,-0.33,0.17,0.114,-0.06,-0.002,,,
0.5908,-0.09,-0.32,0.08,0.118,-0.057,-0.002,,,
0.5917,-0.09,-0.34,0.11,0.12,-0.057,-0.001,,,
0.5925,-0.02,-0.32,0.11,0.124,-0.054,-0.002,,,
0.5933,-0.06,-0.29,0.38,0.126,-0.056,-0.002,,,
0.5942,-0.08,-0.27,0.27,0.127,-0.059,-0.002,,,
0.595,-0.11,-0.29,0.5,0.128,-0.057,0,,,
0.5958,-0.06,-0.27,0.63,0.131,-0.06,-0.004,,,
0.5967,-0.14,-0.29,0.62,0.13,-0.062,-0.001,,,
0.5975,-0.09,-0.31,0.69,0.133,-0.061,-0.003,,,
0.5983,-0.12,-0.3,0.82,0.131,-0.061,-0.003,,,
0.5992,-0.08,-0.23,0.68,0.13,-0.067,-0.003,,,
0.6,-0.18,-0.27,0.83,0.13,-0.065,-0.003,,,
0.6008,-0.15,-0.21,0.69,0.128,-0.065,-0.004,,,
0.6017,-0.14,-0.18,0.54,0.12,-0.066,-0.003,,,
0.6025,-0.11,-0.14,0.51,0.123,-0.066,-0.003,,,
0.6033,-0.15,-0.19,0.37,0.119,-0.068,-0.002,,,
0.6042,-0.17,-0.17,0.36,0.118,-0.07,-0.002,,,
0.605,-0.19,-0.25,0.45,0.12,-0.071,-0.002,,,
0.6058,-0.27,-0.3,0.47,0.118,-0.071,-0.002,,,
0.6067,-0.27,-0.31,0.55,0.113,-0.071,-0.003,,,
0.6075,-0.3,-0.29,0.75,0.115,-0.068,-0.001,,,
0.6083,-0.29,-0.33,0.64,0.108,-0.066,0,,,
0.6092,-0.36,-0.24,0.43,0.097,-0.06,0,,,
0.61,-0.19,-0.21,0.36,0.094,-0.052,0.001,,,
0.6108,-0.16,-0.25,0.39,0.086,-0.045,0.001,,,
0.6117,-0.06,-0.17,0.33,0.078,-0.042,0.001,,,
0.6125,-0.12,-0.19,0.43,0.07,-0.037,0.001,,,
0.6133,-0.05,-0.14,0.57,0.061,-0.03,0.001,,,
0.6142,-0.12,-0.07,0.53,0.049,-0.028,0.001,,,
0.615,-0.04,0.01,0.62,0.039,-0.023,0.001,,,
0.6158,-0.1,0.03,0.56,0.03,-0.019,0,,,
0.6167,0,0.08,0.59,0.017,-0.013,0.001,,,
0.6175,-0.02,0.14,0.52,0.009,-0.012,-0.001,,,
0.6183,0.04,0.12,0.58,0.003,-0.006,0.001,,,
0.6192,0.01,0.2,0.37,-0.001,-0.003,-0.001,,,
0.62,0.05,0.23,0.05,-0.004,-0.002,0.001,,,
0.6208,0.05,0.2,0.14,-0.002,-0.004,-0.001,,,
0.6217,0.06,0.13,0.28,-0.002,-0.004,0.001,,,
0.6225,0,0.23,0.4,-0.009,-0.006,0,,,
0.6233,0.01,0.25,0.61,-0.004,-0.002,0,,,
0.6242,0.04,0.2,0.47,-0.005,-0.001,0,,,
0.625,-0.05,0.27,0.17,-0.009,-0.005,0,,,
0.6258,-0.12,0.2,0.18,-0.004,-0.007,0.001,,,
0.6267,-0.05,0.05,0.23,0.003,-0.003,0.001,,,
0.6275,0.04,-0.05,0.09,0.003,-0.003,0,,,
0.6283,0.05,-0.15,0,0.007,-0.001,0.003,,,
0.6292,0.12,-0.14,0.11,0.01,0,0.001,,,
0.63,-0.03,0.03,-0.05,0.003,-0.005,0.003,,,
0.6308,-0.06,0.13,-0.04,0.003,-0.004,0.002,,,
0.6317,0.05,0.03,0,0.007,0.002,0.002,,,
0.6325,0.08,0.04,-0.06,0.003,-0.001,0.001,,,
0.6333,0,0.07,-0.07,0.003,-0.001,0.002,,,
0.6342,0.17,0.05,0.04,0.003,0.006,0.001,,,
0.635,0.11,0.14,-0.09,-0.003,0.002,0,,,
0.6358,0.03,0.15,-0.22,0,0,0.002,,,
0.6367,0.1,0.01,-0.12,0.006,0.003,0.001,,,
0.6375,0.09,0.05,-0.03,0.001,0,0,,,
0.6383,-0.02,0.09,0,0,-0.004,0.002,,,
0.6392,-0.04,0.1,0.11,0.002,-0.003,0.001,,,
0.64,0,0.07,0.04,0.003,-0.002,0.001,,,
0.6408,0.03,0.06,0.05,0.002,-0.003,0.001,,,
0.6417,-0.07,0.06,0.08,0.004,-0.006,0.002,,,
0.6425,-0.06,0.01,0.14,0.006,-0.006,0.002,,,
0.6433,-0.05,0.02,0.04,0.004,-0.004,0.001,,,
0.6442,0.03,-0.05,0.1,0.006,-0.003,0.002,,,
0.645,-0.01,-0.04,0.02,0.007,-0.004,0.002,,,
0.6458,0,0.03,0.02,0.004,-0.004,0.001,,,
0.6467,0,0.08,0.09,0.002,-0.002,0.001,,,
0.6475,0.03,0.08,0.2,0.002,-0.001,0.001,,,
0.6483,0,0.06,0.13,0.003,-0.002,0.001,,,
0.6492,0.06,0.05,0.11,0.004,0.002,0,,,
0.65,0.06,0.01,0.09,0.003,0,0,,,
0.6508,0.02,0.02,0.04,0.004,-0.001,0.001,,,
0.6517,0.01,-0.03,0.11,0.006,-0.002,0,,,
0.6525,0.11,-0.06,0.17,0.008,0.006,0,,,
0.6533,0.24,0.03,0.35,0.001,0.005,-0.001,,,
0.6542,0.02,0.12,0.38,0.002,-0.001,0,,,
0.655,0.02,0.01,0.53,0.009,0,0,,,
0.6558,0.02,0.03,0.33,0.002,0.001,-0.002,,,
0.6567,0.05,0.03,0.32,0.004,0.001,-0.001,,,
0.6575,0.08,-0.04,0.27,0.009,0.001,-0.001,,,
0.6583,0.09,0.05,0.06,0.009,-0.002,-0.002,,,
0.6592,0.05,-0.01,-0.12,0.016,-0.005,-0.001,,,
0.66,0.07,-0.17,0.11,0.028,-0.008,-0.001,,,
0.6608,0.01,-0.22,0.3,0.035,-0.013,-0.002,,,
0.6617,-0.08,-0.18,0.33,0.04,-0.02,-0.002,,,
0.6625,-0.16,-0.15,0.29,0.048,-0.025,-0.002,,,
0.6633,-0.14,-0.15,0.26,0.055,-0.028,-0.002,,,
0.6642,-0.12,-0.15,0.32,0.063,-0.031,-0.002,,,
0.665,-0.08,-0.19,0.51,0.072,-0.035,-0.003,,,
0.6658,-0.07,-0.21,0.82,0.081,-0.037,-0.002,,,
0.6667,-0.09,-0.21,0.9,0.09,-0.042,-0.003,,,
0.6675,-0.09,-0.16,0.52,0.093,-0.042,-0.003,,,
0.6683,-0.05,0.02,0.32,0.094,-0.043,-0.004,,,
0.6692,-0.04,-0.02,0.37,0.106,-0.048,-0.003,,,
0.67,-0.02,-0.14,0.37,0.117,-0.049,-0.002,,,
0.6708,0.01,-0.23,0.44,0.126,-0.051,-0.003,,,
0.6717,0.01,-0.33,0.45,0.137,-0.055,-0.003,,,
0.6725,-0.05,-0.4,0.43,0.145,-0.059,-0.001,,,
0.6733,-0.15,-0.33,0.37,0.149,-0.066,-0.002,,,
0.6742,-0.2,-0.34,0.26,0.156,-0.071,-0.001,,,
0.675,-0.22,-0.46,0.39,0.162,-0.074,0,,,
0.6758,-0.24,-0.56,0.36,0.173,-0.078,0,,,
0.6767,-0.25,-0.63,0.32,0.177,-0.082,0,,,
0.6775,-0.35,-0.68,0.37,0.183,-0.089,0.001,,,
0.6783,-0.38,-0.69,0.29,0.187,-0.093,-0.001,,,
